id,title,image_url,content,url,created_at,latlng
31,Pura Ulun Danu Beratan,https://images.unsplash.com/photo-1653189382464-25302f3e7409?q=80&w=720,"<p>The linking theme? They all look spectacular!</p><p>If this doesn’t get your urge to visit fired up, I don’t know what will!</p><p>It’s a hard choice, but which one of these is your favorite?</p><p>📍Pura Ulun Danu Beratan, Tabanan, Bali</p><p>Keep in mind to always maintain politeness and be an orderly and responsible tourist.</p>",https://www.instagram.com/p/CtTYw0hBOLc/,2023-12-18 04:39:09.185331+00,"[-8.27554329405232,115.16626060009]"
32,Tanjung Aan,https://images.unsplash.com/photo-1669901296759-2d44b1227403?q=80&w=720,"<p>The dramatic sweeping line of the beach and coast at📍 Tanjung Aan Beach, Lombok are captured in this aerial shot by&nbsp;<a href=""https://www.instagram.com/tur.ojak/"" rel=""noopener noreferrer"" target=""_blank"">@tur.ojak</a></p><p>Miles of spectacular coastline, all waiting to be explored.</p><p>So pack your swimsuit and your walking shoes. It’s time for you to start experiencing&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a></p>",https://www.instagram.com/p/Csd7lYKB3-0/,2023-12-18 04:43:51.539046+00,"[-8.91035200907954,116.328708529472]"
33,Nihiwatu Beach,https://images.unsplash.com/photo-1678150913309-cbebdf17d804?q=80&w=720,"<p>Enjoy an aerial shot of 📍 Nihiwatu Beach, East Nusa Tenggara in rich colours and glorious slow motion.</p><p>With this clip&nbsp;<a href=""https://www.instagram.com/alifeiimagined/"" rel=""noopener noreferrer"" target=""_blank"">@alifeiimagined</a>&nbsp;has not just captured the stunning beauty of this stretch of beach, but also the sensation of being there… of how time slows down, and your body relaxes and learns to breathe deeply again.</p><p>Just another magical slice of&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a>&nbsp;that’s waiting for you!</p>",https://www.instagram.com/p/CsVjSrShww8/,2023-12-18 04:49:12.632034+00,"[-9.77108522924184,119.371519088745]"
2,Prambanan Temple,https://www.indonesia.travel/content/dam/indtravelrevamp/user-generated-content/ugc-july-2020/gb-en/3.jpg,"<p>This picture taken by <a href=""https://www.instagram.com/furstset/"" rel=""noopener noreferrer"" target=""_blank"">@furstset</a> shows the 47-meter-tall majestic Prambanan Temple in Yogyakarta. This temple is easy to get to; simply take a bus from Tugu Train Station or Halte Malioboro 1. Dream big. Never stop believing. The Earth is gradually healing. We are waiting for the best time for you to come and visit us. Inspire people to make their own <a href=""https://www.instagram.com/explore/tags/indonesiabucketlist/"" rel=""noopener noreferrer"" target=""_blank"">#IndonesiaBucketList</a> by sharing your past travelling moments in Indonesia on your social media. Don’t forget to use hashtag <a href=""https://www.instagram.com/explore/tags/indonesiabucketlist/"" rel=""noopener noreferrer"" target=""_blank"">#IndonesiaBucketList</a> and mention us <a href=""https://www.instagram.com/indtravel/"" rel=""noopener noreferrer"" target=""_blank"">@indtravel</a> or add hashtag <a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a> for a chance to be featured. <a href=""https://www.instagram.com/explore/tags/traveltomorrow/"" rel=""noopener noreferrer"" target=""_blank"">#TravelTomorrow</a> <a href=""https://www.instagram.com/explore/tags/stayathome/"" rel=""noopener noreferrer"" target=""_blank"">#StayatHome</a> <a href=""https://www.instagram.com/explore/tags/thoughtfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#ThoughtfulIndonesia</a></p>",https://www.instagram.com/wonderfulindonesia/,2023-12-14 05:49:11.075918+00,"[-7.74985980235277,110.492763519287]"
8,Komodo National Park,https://www.indonesia.travel/content/dam/indtravelrevamp/user-generated-content/ugc-july-2020/gb-en/9.jpg,"<p>We understand that one needs a lot of patience to remain indoors and avoid traveling at this moment. But your strong patience is what’s needed the most to make this world safe to travel again. Although the site is still temporarily closed, let us add the beauty of Komodo National Park in East Nusa Tenggara to your timeline in the hope that it positively inspires you to create a <a href=""https://www.instagram.com/explore/tags/traveltomorrow/"" rel=""noopener noreferrer"" target=""_blank"">#TravelTomorrow</a> wishlist. 📸: <a href=""https://www.instagram.com/van_taylan/"" rel=""noopener noreferrer"" target=""_blank"">@van_taylan</a> • • Spark positivity during these hard times by sharing your past moments <a href=""https://www.instagram.com/explore/tags/wheninindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WheninIndonesia</a> on your social media. Don’t forget to use hashtag <a href=""https://www.instagram.com/explore/tags/wheninindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WheninIndonesia</a> and mention us <a href=""https://www.instagram.com/indtravel/"" rel=""noopener noreferrer"" target=""_blank"">@indtravel</a> or add hashtag <a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a> for a chance to be featured. <a href=""https://www.instagram.com/explore/tags/stayathome/"" rel=""noopener noreferrer"" target=""_blank"">#StayatHome</a> <a href=""https://www.instagram.com/explore/tags/thoughtfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#ThoughtfulIndonesia</a></p>",https://www.instagram.com/wonderfulindonesia/,2023-12-14 07:45:41.330538+00,"[-8.55657790199829,119.477005004883]"
14,Gili Meno,https://images.unsplash.com/photo-1631102402719-da270e2af411?w=720,"<p>Time for an underwater adventure in Gili Meno, Lombok! Take a closer look at Lombok’s marine life and impressive underwater sculptures. This magnificent view of Gili Meno is nothing less than paradise. We can’t stop daydreaming about it! How about you? Which destination in Indonesia are you daydreaming about right now?</p><p><a href=""https://www.instagram.com/explore/tags/fromindonesiawithlove/"" rel=""noopener noreferrer"" target=""_blank"">#FromIndonesiawithLove</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/tripofwonders/"" rel=""noopener noreferrer"" target=""_blank"">#TripofWonders</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/indonesiabucketlist/"" rel=""noopener noreferrer"" target=""_blank"">#IndonesiaBucketList</a></p>",https://www.instagram.com/p/CINuJ6tA_sN/,2023-12-17 08:10:42.303179+00,"[-8.35072123391789,116.057145595551]"
19,Mount Rinjani,https://images.unsplash.com/photo-1698267703889-06c41f9acba5?w=720,"<p>Waking up to the stunning views of Mount Rinjani in Senaru is like stepping into a dream! 🌅🌿 Every glimpse of Lombok's awe-inspiring landscapes makes you feel like the world's luckiest traveler. Huge kudos to&nbsp;<a href=""https://www.instagram.com/ridho_f.h/"" rel=""noopener noreferrer"" target=""_blank"">@ridho_f.h</a>&nbsp;for perfectly capturing this slice of paradise. Get ready to add this spot to your must-visit list! 😍🗺️</p><p>📍Mount Rinjani, Lombok, West Nusa Tenggara</p><p><a href=""https://www.instagram.com/explore/tags/wonderfuljourney/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulJourney</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/mountrinjanimagic/"" rel=""noopener noreferrer"" target=""_blank"">#MountRinjaniMagic</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/bucketlistadventures/"" rel=""noopener noreferrer"" target=""_blank"">#BucketListAdventures</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/naturephotographyjoy/"" rel=""noopener noreferrer"" target=""_blank"">#NaturePhotographyJoy</a>&nbsp;🏔️✈️📸 Let the adventure begin!</p>",https://www.instagram.com/p/Cz50DiShViC/,2023-12-17 08:33:50.044818+00,"[-8.42245136625541,116.47533416748]"
20,Pronojiwo,https://images.unsplash.com/photo-1642084061764-362276488160?w=720,"<p>Whisked away by the serene beauty of Pronojiwo, where the towering pines stand guard, enhancing the majestic Semeru in the backdrop. 🌲🏞️</p><p>A haven tucked at the foot of Mount Semeru, Java, it's a spectacle where nature's finest elements converge to craft breathtaking scenes that stir souls.</p><p>As the sunset paints the sky with mesmerizing hues, it's a moment to pause, reflect, and bask in Indonesia's splendid nature. While the climb to Semeru might be a future adventure, Pronojiwo's charm is ever-present, awaiting your presence to explore its tranquility and marvel at distant, yet so vivid, Semeru. 🌅🍃</p><p>📍Pronojiwo, Lumajang, East Java</p><p><a href=""https://www.instagram.com/explore/tags/pronojiwoparadise/"" rel=""noopener noreferrer"" target=""_blank"">#PronojiwoParadise</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/semeruserenity/"" rel=""noopener noreferrer"" target=""_blank"">#SemeruSerenity</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/javanesejewel/"" rel=""noopener noreferrer"" target=""_blank"">#JavaneseJewel</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfuljourney/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulJourney</a></p>",https://www.instagram.com/p/Cykt313BUTW/,2023-12-17 08:39:42.616681+00,"[-8.21624753515587,112.947006225586]"
22,Nusa Penida,https://images.unsplash.com/photo-1604500693431-647f9e76dafc?q=80&w=720,"<p>Bask in the brilliance of Diamond Beach, Nusa Penida during your visit for the 2023 High Level Meeting of the AIS Forum in Bali, 10-11 October! 🏖️</p><p>A jewel of Indonesia, its stunning cliffs and azure waters are a must-see.</p><p>📍Diamond Beach, Nusa Penida, Indonesia</p><p><a href=""https://www.instagram.com/explore/tags/kttais2023/"" rel=""noopener noreferrer"" target=""_blank"">#KTTAIS2023</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/creativebyindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#CreativebyIndonesia</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/kttaisforum2023/"" rel=""noopener noreferrer"" target=""_blank"">#KTTAISForum2023</a>&nbsp;</p><p><a href=""https://www.instagram.com/explore/tags/hlmaisforum2023/"" rel=""noopener noreferrer"" target=""_blank"">#HLMAISForum2023</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/ouroceanourfuture/"" rel=""noopener noreferrer"" target=""_blank"">#OurOceanOurFuture</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfuljourney/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulJourney</a></p>",https://www.instagram.com/p/CySw4g7B8Wv/,2023-12-17 08:45:28.108166+00,"[-8.74749919451425,115.534629821777]"
27,Komodo Island,https://images.unsplash.com/photo-1571366343168-631c5bcca7a4?q=80&w=720,"<p>Immerse yourself in the wonders of nature at Komodo Island.</p><p>Gaze upon the unique blush sands of the Pink Beach and watch as nimble deer dart into the azure sea, a dramatic escape from the island's resident Komodo dragons.</p><p>It's a spectacle of survival and beauty, intertwining to create a moment that stays with you long after your footprints fade from the pink sand.</p><p>📍Komodo Island, East Nusa Tenggara</p><p><a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfuljourney/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulJourney</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/naturespectacle/"" rel=""noopener noreferrer"" target=""_blank"">#NatureSpectacle</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/pinkbeach/"" rel=""noopener noreferrer"" target=""_blank"">#PinkBeach</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/domodoisland/"" rel=""noopener noreferrer"" target=""_blank"">#DomodoIsland</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/travelmemories/"" rel=""noopener noreferrer"" target=""_blank"">#TravelMemories</a></p>",https://www.instagram.com/p/CvMgJUPBZz3/,2023-12-17 10:41:14.314049+00,"[-8.56133089156368,119.467391967773]"
28,Misool Raja Ampat,https://images.unsplash.com/photo-1637060548964-f064b88cd344?q=80&w=720,"<p>Experience serene island living at Yapap Homestay, nestled over the tranquil waters of Misool, Raja Ampat.</p><p>Accessible by a twice-weekly overnight ferry from Sorong, followed by a local boat ride, this secluded paradise offers the ultimate retreat. Wake up to the soothing sound of waves and panoramic views of the ocean right from your overwater bungalow. There's truly no better way to immerse yourself in Indonesia's stunning natural beauty. 🚤🏝️</p><p>Did you know that Raja Ampat has been officially designated as one of the UNESCO Global Geoparks</p><p>📍 Yapap Homestay, Misool, Raja Ampat, Southwest Papua</p><p><a href=""https://www.instagram.com/explore/tags/rajaampat/"" rel=""noopener noreferrer"" target=""_blank"">#RajaAmpat</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/paradiseunveiled/"" rel=""noopener noreferrer"" target=""_blank"">#ParadiseUnveiled</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/islandlife/"" rel=""noopener noreferrer"" target=""_blank"">#IslandLife</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfuljourney/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulJourney</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/globalgeopark/"" rel=""noopener noreferrer"" target=""_blank"">#globalgeopark</a></p>",https://www.instagram.com/p/Curl0UthhfM/,2023-12-17 10:43:00.198499+00,"[-1.88964909892255,130.132369995117]"
30,Samosir Island,https://images.unsplash.com/photo-1539506804349-39613ff7dec0?q=80&w=720,"<p>Experience the serene enchantment of Samosir Island, an emerald gem nestled within the sapphire beauty of Lake Toba. 🏞️</p><p>As you traverse this idyllic island, allow the vibrant canvas of lush greenery to unfold before your eyes, wrapping you in its peaceful embrace.</p><p>Samosir Island isn't just a destination; it's a journey into a world where nature reigns supreme, and every sight, sound, and scent is a testament to its unrivalled splendor.</p><p>📍Samosir Island, Toba Lake, North Sumatra</p><p><a href=""https://www.instagram.com/explore/tags/samosirserenity/"" rel=""noopener noreferrer"" target=""_blank"">#SamosirSerenity</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/laketobatranquility/"" rel=""noopener noreferrer"" target=""_blank"">#LakeTobaTranquility</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfuljourney/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulJourney</a></p>",https://www.instagram.com/p/CuWAIBnhjpK/,2023-12-17 10:48:09.780028+00,"[2.57765558583831,98.8126659393311]"
34,Semeru,https://images.unsplash.com/photo-1535968881874-0c39f1503640?q=80&w=720,"<p>Take a look at this breathtaking view of&nbsp;<a href=""https://www.instagram.com/explore/tags/mountsemeru/"" rel=""noopener noreferrer"" target=""_blank"">#MountSemeru</a>, one of Indonesia's most&nbsp;<a href=""https://www.instagram.com/explore/tags/activevolcanoes/"" rel=""noopener noreferrer"" target=""_blank"">#ActiveVolcanoes</a>!</p><p>If you're an adventure seeker, a climb up this&nbsp;<a href=""https://www.instagram.com/explore/tags/magnificentmountain/"" rel=""noopener noreferrer"" target=""_blank"">#MagnificentMountain</a>&nbsp;should be on your bucket list. However, it's important to note that this climb is not for the faint of heart and is only recommended for thrill seekers. 💪 From the summit, you'll be rewarded with breathtaking panoramic views of the surrounding landscape. 🗻</p><p>So, pack your bags and get ready for an unforgettable experience! And don't forget to snap some photos to share with the world.&nbsp;<a href=""https://www.instagram.com/explore/tags/indonesianadventures/"" rel=""noopener noreferrer"" target=""_blank"">#IndonesianAdventures</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfulindonesi/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesi</a></p>",https://www.instagram.com/p/CqM_8d-PwDi/,2023-12-18 04:57:03.065163+00,"[-8.1098763165233,112.922801971436]"
